"ID";"CulturalCenterName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"181";"ГАУК города Москвы «Московское агентство организации отдыха и туризма»";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, переулок Огородная Слобода, дом 9, строение 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.766339";"37.643543";"879812949";"";"";
"182";"ГАУК города Москвы «Московское агентство организации отдыха и туризма»";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, 2-й Смоленский переулок, дом 1/4";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.747024";"37.581523";"879812950";"";"";
"183";"ГБУК города Москвы «ОКЦ ЦАО» Культурный центр «Новослободский»";"Центральный административный округ";"Тверской район";"город Москва, улица Сущёвский Вал, владение 10А, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.791825";"37.597028";"879812951";"";"";
"186";"ГБУК города Москвы «Культурный центр «Строгино»";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Маршала Катукова, дом 8";"18";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.809590";"37.402372";"879812955";"";"";
"189";"ГБУДО города Москвы «Детская школа искусств «Родник»";"Южный административный округ";"район Царицыно";"город Москва, Кантемировская улица, дом 15, корпус 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.635066";"37.669055";"879812958";"";"";
"191";"ГБУК города Москвы «Московский драматический театр «Модернъ»";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Спартаковская площадь, дом 9/1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.776618";"37.682503";"879812961";"";"";
"111";"ГБУК города Москвы «ОКЦ ЮАО» Культурный центр «Загорье»";"Южный административный округ";"район Москворечье-Сабурово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Москворечье-Сабурово, Кантемировская улица, дом 4, корпус 2";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.638069";"37.681101";"879812972";"";"";
"112";"ГБУК города Москвы «ОКЦ ЮВАО» Дворец культуры «Капотня»";"Юго-Восточный административный округ";"район Капотня";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Капотня, 2-й квартал Капотня, дом 20А";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.638094";"37.799113";"879812974";"";"";
"113";"ГБУК города Москвы «ОКЦ СЗАО» Клуб «Феникс»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, Карамышевская набережная, дом 6";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.770679";"37.484199";"879812976";"";"";
"115";"ГБУК города Москвы «ОКЦ СВАО» Дом культуры «Смена»";"Северо-Восточный административный округ";"район Бибирево";"город Москва, улица Корнейчука, дом 38Б";"13";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.897367";"37.626969";"879812978";"";"";
"120";"ГБУК города Москвы «ОКЦ ЗАО» Культурный центр «Рублево»";"Западный административный округ";"район Кунцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Кунцевская улица, дом 13/6";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.730390";"37.413430";"879812983";"";"";
"124";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Ново Переделкино»";"Западный административный округ";"район Ново-Переделкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Лукинская улица, дом 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.647005";"37.344116";"879812988";"";"";
"125";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Ново Переделкино»";"Западный административный округ";"район Ново-Переделкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Лукинская улица, дом 11";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.642737";"37.33679";"879812989";"";"";
"127";"ГБУК города Москвы «ОКЦ ВАО» Централизованная клубная система «Восток»";"Восточный административный округ";"район Перово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Мартеновская улица, дом 7";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757850";"37.805572";"879812991";"";"";
"129";"ГБУК города Москвы «ОКЦ ЮАО» Территориальная клубная система «Орехово»";"Южный административный округ";"район Орехово-Борисово Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, улица Маршала Захарова, дом 8, корпус 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.624916";"37.701736";"879812993";"";"";
"130";"ГБУК города Москвы «Культурный центр «Строгино»";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Маршала Катукова, дом 14, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.807936";"37.405597";"879812994";"";"";
"21";"ГБУК города Москвы «ОКЦ СВАО» Культурный центр «Марьина Роща»";"Северо-Восточный административный округ";"район Марьина Роща";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Октябрьская улица, дом 91, корпус 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.797442";"37.612272";"879894711";"";"";
"72";"ГБУК города Москвы «ОКЦ ЗелАО» Культурный центр «Доброволец»";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1209";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.994219";"37.195310";"879894779";"";"";
"22";"ГБУК города Москвы «ОКЦ ЮАО» Дом культуры «Нагатино»";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Судостроительная улица, дом 31, корпус 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.683386";"37.682359";"879894782";"";"";
"48";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Планета»";"Западный административный округ";"район Очаково-Матвеевское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Матвеевская улица, дом 18, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.702652";"37.467958";"879894795";"";"";
"73";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Кунцево»";"Западный административный округ";"район Крылатское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Рублёвское шоссе, дом 34, корпус 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.748934";"37.419377";"879894797";"";"";
"49";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Планета»";"Западный административный округ";"район Очаково-Матвеевское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, улица Наташи Ковшовой, дом 5/2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.684082";"37.454923";"879894806";"";"";
"24";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Бригантина»";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Кастанаевская улица, дом 26";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.738095";"37.489464";"879894811";"";"";
"75";"ГБУК города Москвы «ОКЦ ЮЗАО» Культурный центр «Лира»";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, бульвар Адмирала Ушакова, дом 12";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.547810";"37.550298";"879894817";"";"";
"77";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Солнцево»";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Богданова, дом 50";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.650434";"37.394422";"879894836";"";"";
"53";"ГБУК города Москвы «ОКЦ ЮВАО» Территориальная клубная система «Спутник»";"Юго-Восточный административный округ";"Нижегородский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, Орехово-Зуевский проезд, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.731212";"37.749328";"879894846";"";"";
"54";"ГБУК города Москвы «ОКЦ СВАО» Территориальная клубная система «Товарищ»";"Северо-Восточный административный округ";"район Отрадное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Алтуфьевское шоссе, дом 22";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.859266";"37.585583";"879894856";"";"";
"80";"ГБУК города Москвы «Дом культуры «Культурный центр»";"Северо-Восточный административный округ";"Останкинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, Большая Марьинская улица, дом 15, корпус 2, строение 2";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.808047";"37.633302";"879894863";"";"";
"30";"ГБУК города Москвы «ОКЦ СВАО» Дворец культуры «Содружество»";"Северо-Восточный административный округ";"Алексеевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, Рижский проезд, дом 9";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.815585";"37.661392";"879894875";"";"";
"83";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Ново Переделкино»";"Западный административный округ";"район Ново-Переделкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Боровское шоссе, дом 40";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.638104";"37.350602";"879894883";"";"";
"84";"ГБУК города Москвы «ОКЦ ЮАО» Культурный центр «Братеево»";"Южный административный округ";"район Братеево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, Братеевская улица, дом 16, корпус 3";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.633399";"37.766747";"879894891";"";"";
"60";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Оптимист»";"Западный административный округ";"район Тропарёво-Никулино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица 26-ти Бакинских Комиссаров, дом 12, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.660424";"37.488601";"879894903";"";"";
"86";"ГБУК города Москвы «ОКЦ ЮАО» Центр культуры и спорта";"Южный административный округ";"район Бирюлёво Западное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, Булатниковская улица, дом 9Б";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.579297";"37.647459";"879894910";"";"";
"62";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Оптимист»";"Западный административный округ";"район Тропарёво-Никулино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, Ленинский проспект, дом 150";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.654523";"37.491296";"879894920";"";"";
"36";"ГБУК города Москвы «ОКЦ СВАО» Клуб «Молодежный»";"Северо-Восточный административный округ";"район Свиблово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, Тенистый проезд, дом 14";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.862793";"37.643058";"879894923";"";"";
"63";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Оптимист»";"Западный административный округ";"район Раменки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Лобачевского, дом 100, корпус 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.685274";"37.483032";"879894933";"";"";
"37";"ГБУК города Москвы «ОКЦ СЗАО» Культурный центр «Митино»";"Северо-Западный административный округ";"район Митино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 17, корпус 4";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.841781";"37.366502";"879894937";"";"";
"64";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Оптимист»";"Западный административный округ";"район Раменки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Лобачевского, дом 100";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.684772";"37.481702";"879894943";"";"";
"89";"ГБУК города Москвы «ОКЦ ЮВАО» Культурный центр имени Астахова";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Верхние Поля, дом 38, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.666741";"37.771633";"879894944";"";"";
"38";"ГБУК города Москвы «ОКЦ ЮАО» Культурный центр «Москворечье»";"Южный административный округ";"район Нагатино-Садовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Каширское шоссе, дом 16";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.662187";"37.630499";"879894950";"";"";
"90";"ГБУК города Москвы «ОКЦ ЦАО» Дом культуры «Стимул»";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Волгоградский проспект, дом 7";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.731516";"37.674040";"879894956";"";"";
"39";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Бригантина»";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, улица Василисы Кожиной, дом 24, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.734070";"37.490883";"879894961";"";"";
"91";"ГБУК города Москвы «ОКЦ ЮВАО» Дом культуры «Заречье»";"Юго-Восточный административный округ";"район Некрасовка";"город Москва, 1-я Вольская улица, дом 11";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.683777";"37.922407";"879894968";"";"";
"67";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Оптимист»";"Западный административный округ";"район Проспект Вернадского";"город Москва, улица Удальцова, дом 17, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.673229";"37.513451";"879894977";"";"";
"96";"ГБУК города Москвы «ОКЦ САО» Центр культуры «Гармония»";"Северный административный округ";"Тимирязевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, Дмитровское шоссе, дом 25, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.825108";"37.571228";"879894979";"";"";
"92";"ГБУК города Москвы «ОКЦ ЮАО» Культурный центр «Авангард»";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, улица Генерала Белова, дом 18";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.609039";"37.721004";"879894980";"";"";
"68";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Оптимист»";"Западный административный округ";"район Проспект Вернадского";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Удальцова, дом 69";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.679225";"37.499067";"879894987";"";"";
"93";"ГБУК города Москвы «ОКЦ ЗАО» Дом культуры «Аструм»";"Западный административный округ";"район Дорогомилово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, улица Генерала Ермолова, дом 6";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.737557";"37.516368";"879894989";"";"";
"97";"ГБУК города Москвы «ОКЦ САО» Центр культуры и творчества «Нега»";"Северный административный округ";"Тимирязевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, Дмитровское шоссе, дом 33, строение 5";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.828319";"37.567869";"879894990";"";"";
"43";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Ново Переделкино»";"Западный административный округ";"район Ново-Переделкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Лукинская улица, дом 9, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.643023";"37.338259";"879894997";"";"";
"98";"ГБУК города Москвы «ОКЦ СЗАО» Клуб «Феникс»";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, Живописная улица, дом 30, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.792048";"37.455696";"879894999";"";"";
"94";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Солнцево»";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Главмосстроя, дом 9";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.655701";"37.406010";"879895000";"";"";
"95";"ГБУК города Москвы «ОКЦ ЗАО» Дом культуры «Аструм»";"Западный административный округ";"район Дорогомилово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, улица Дениса Давыдова, дом 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.739052";"37.519755";"879895006";"";"";
"44";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Ново Переделкино»";"Западный административный округ";"район Ново-Переделкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Приречная улица, дом 5";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.643795";"37.371299";"879895007";"";"";
"45";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Ново Переделкино»";"Западный административный округ";"район Ново-Переделкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Чоботовская улица, дом 17, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.645182";"37.347970";"879895011";"";"";
"100";"ГБУК города Москвы «ОКЦ СВАО» Территориальная клубная система «Товарищ»";"Северо-Восточный административный округ";"район Северное Медведково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Заревый проезд, дом 12";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.886488";"37.656829";"879895016";"";"";
"6";"ГБУК города Москвы «ОКЦ ЦАО» Культурный центр «Новослободский»";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Сущёвский Вал, дом 10А, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790909";"37.597010";"879895103";"";"";
"11";"ГБУК города Москвы «Культурный центр «Строгино»";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Исаковского, дом 6, корпус 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.818169";"37.400962";"879895141";"";"";
"12";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Кунцево»";"Западный административный округ";"район Крылатское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, улица Крылатские Холмы, дом 26, корпус 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764151";"37.416601";"879895153";"";"";
"15";"ГБУК города Москвы «ОКЦ ВАО» Централизованная клубная система «Восток»";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Городецкая улица, дом 10Б";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.738530";"37.863917";"879895175";"";"";
"19";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Оптимист»";"Западный административный округ";"район Раменки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, 1-й Сетуньский проезд, дом 16/2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733300";"37.538925";"879895213";"";"";
"20";"ГБУК города Москвы «ОКЦ ЗАО» Территориальная клубная система «Фили Давыдково»";"Западный административный округ";"район Фили-Давыдково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, улица Олеко Дундича, дом 39, корпус 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.736914";"37.480633";"879895215";"";"";
"121";"ГБУК города Москвы «Государственный музей «Интеграция» имени Островского» Культурный центр на Лазо";"Восточный административный округ";"район Перово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Лазо, дом 12";"16";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743005";"37.771400";"879897695";"";"";
"122";"ГБУК города Москвы «ОКЦ ЮВАО» Культурный центр «Лидер»";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Лермонтовский проспект, дом 2, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.703175";"37.844738";"879897702";"";"";
"123";"ГБУК города Москвы «Культурный центр «Вдохновение»";"Юго-Западный административный округ";"район Ясенево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Литовский бульвар, дом 7";"25";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.613768";"37.538799";"879897712";"";"";
"126";"ГБУК города Москвы «ОКЦ ЦАО» Дом культуры «Гайдаровец»";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Лялин переулок, дом 11-13/1, строение 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.758980";"37.652571";"879897728";"";"";
"128";"ГБУК города Москвы «ОКЦ СЗАО» Дом культуры «Берендей»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, проспект Маршала Жукова, дом 76";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.779813";"37.451618";"879897746";"";"";
"131";"ГБУК города Москвы «Культурный центр «Строгино»";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Маршала Катукова, дом 15, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.810213";"37.406693";"879897769";"";"";
"134";"ГБУК города Москвы «ОКЦ ВАО» Централизованная клубная система «Восток»";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, бульвар Маршала Рокоссовского, дом 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.808933";"37.726116";"879897795";"";"";
"148";"ГБУК города Москвы «ОКЦ СВАО» Культурный центр «Марьина Роща»";"Северо-Восточный административный округ";"район Марьина Роща";"город Москва, Октябрьская улица, дом 58";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.794796";"37.613251";"879897799";"";"";
"149";"ГБУК города Москвы «ОКЦ ЮЗАО» Центр культуры «Сцена»";"Юго-Западный административный округ";"район Коньково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Островитянова, дом 15, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.639751";"37.506298";"879897808";"";"";
"135";"ГБУК города Москвы «ОКЦ СЗАО» Клуб «Феникс»";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Рыбалко, дом 10";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.798186";"37.489643";"879897810";"";"";
"136";"ГБУК города Москвы «ОКЦ СЗАО» Клуб «Атом»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Маршала Тухачевского, дом 20, строение 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.784840";"37.479600";"879897818";"";"";
"139";"ГБУК города Москвы «ОКЦ ЮАО» Центр культуры и спорта";"Южный административный округ";"район Бирюлёво Западное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, Медынская улица, дом 14, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.583118";"37.646768";"879897836";"";"";
"153";"ГБУК города Москвы «ОКЦ СЗАО» Культурный центр «Митино»";"Северо-Западный административный округ";"район Митино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Пятницкое шоссе, дом 45";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.857710";"37.349264";"879897837";"";"";
"154";"ГБУК города Москвы «Дом Романса»";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Расплетина, дом 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.789315";"37.479780";"879897838";"";"";
"141";"ГБУК города Москвы «ОКЦ СЗАО» Культурный центр «Митино»";"Северо-Западный административный округ";"район Митино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 31, корпус 1";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.846366";"37.355812";"879897839";"";"";
"155";"ГБУК города Москвы «ОКЦ ТиНАО» Дом культуры «Юбилейный»";"Троицкий административный округ";"поселение Роговское";"город Москва, поселение Роговское, посёлок Рогово, Юбилейная улица, дом 1А";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.214650";"37.074190";"879897840";"";"";
"143";"ГБУК города Москвы «ОКЦ СЗАО» Дом культуры «Берендей»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Народного Ополчения, дом 12, корпус 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.772097";"37.479654";"879897841";"";"";
